,ID,Year_Birth,Age,Generation,Education,Income,Dt_Customer,IncomeCategory,FamilyQty,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,Total_Amount,Deals_Purchase,Web_Purchase,Catalog_Purchase,Store_Purchase,Web_Visit,Freq_Purchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Latest_Cmp,Total_AccCmp
1779,2681,1984,30,Millennials,Master,65370.0,2013-08-01,High,2,1,71,22,112,138,89,29,461,1,2,3,13,1,18,0,0,0,0,0,0,0,0
1780,5150,1979,35,Gen X,Basic,20194.0,2012-12-17,Low,2,64,0,4,7,11,10,15,47,2,2,0,3,6,5,0,0,0,0,0,0,0,0
1781,5283,1976,38,Gen X,PhD,42473.0,2014-02-17,Middle,3,72,93,1,21,0,4,25,144,3,2,1,4,5,7,0,0,0,0,0,0,0,0
1782,9645,1968,46,Gen X,Graduation,64590.0,2012-10-14,High,2,98,920,138,168,36,46,30,1338,1,9,4,10,6,23,0,0,0,0,0,0,0,0
1783,10678,1959,55,Baby Boomer,Graduation,71232.0,2013-11-28,High,3,91,653,17,170,34,26,17,917,2,11,2,10,7,23,0,0,0,0,0,0,0,0
1784,7261,1971,43,Gen X,Graduation,34600.0,2013-01-01,Middle,4,8,199,33,60,8,3,15,318,5,5,2,5,8,12,0,0,0,0,0,0,1,1
1785,9648,1967,47,Gen X,Graduation,46904.0,2012-11-03,Middle,3,20,153,4,56,0,9,31,253,4,5,1,4,8,10,0,0,0,0,0,0,0,0
1786,2870,1973,41,Gen X,Graduation,49094.0,2012-09-21,Middle,3,6,376,0,38,11,8,69,502,5,6,3,6,6,15,0,0,0,0,0,0,0,0
1787,8008,1983,31,Millennials,Graduation,36075.0,2013-12-09,Middle,3,54,46,0,30,12,1,30,119,1,2,0,4,6,6,0,0,0,0,0,0,0,0
1788,1513,1979,35,Gen X,Master,60839.0,2012-08-28,High,4,72,600,21,128,223,150,128,1250,13,2,2,12,8,16,0,0,0,0,0,0,0,0
1792,7960,1962,52,Baby Boomer,Master,82122.0,2013-08-15,High,2,89,734,22,350,151,25,100,1382,1,3,9,13,1,25,0,0,1,0,0,0,0,1
1794,9905,1952,62,Baby Boomer,Graduation,34074.0,2013-07-13,Middle,4,69,135,1,41,10,1,67,255,5,3,3,3,6,9,1,0,0,0,0,0,0,1
1795,10691,1960,54,Baby Boomer,Master,28520.0,2013-06-14,Low,4,55,11,0,10,0,2,20,43,1,1,1,2,6,4,0,0,0,0,0,0,0,0
1796,7002,1955,59,Baby Boomer,Graduation,62535.0,2013-10-03,High,2,13,163,48,90,0,45,52,398,1,3,2,8,3,13,0,0,0,0,0,0,0,0
1797,2952,1977,37,Gen X,Master,36273.0,2014-04-16,Middle,2,80,29,3,30,3,2,9,76,2,3,0,3,6,6,0,0,0,0,0,0,0,0
1798,8439,1964,50,Gen X,Graduation,63404.0,2014-06-06,High,4,97,734,26,70,11,44,17,902,2,6,3,4,4,13,0,0,0,1,0,0,0,1
1800,2831,1976,38,Gen X,Graduation,78416.0,2014-06-27,High,3,99,453,38,279,188,38,183,1179,2,7,7,10,3,24,0,0,0,0,0,0,0,0
1801,6977,1974,40,Gen X,Graduation,75702.0,2012-10-14,High,3,87,1073,0,629,145,37,37,1921,1,10,5,13,6,28,0,0,1,0,0,0,0,1
1802,6289,1951,63,Baby Boomer,Master,59385.0,2013-04-28,Middle,4,85,135,0,10,0,4,36,185,2,3,1,4,5,8,0,0,0,0,0,0,0,0
1804,8397,1951,63,Baby Boomer,Graduation,44689.0,2014-01-10,Middle,4,82,18,0,5,0,0,11,34,2,1,1,2,7,4,1,0,0,0,0,0,0,1
1806,6237,1966,48,Gen X,PhD,7144.0,2013-12-07,Low,3,92,81,4,33,5,2,291,416,0,23,1,1,0,25,0,0,0,0,0,0,0,0
1808,1619,1956,58,Baby Boomer,Graduation,90369.0,2014-04-28,Very High,2,2,292,51,981,224,23,17,1588,1,4,6,6,1,16,0,0,0,0,0,0,1,1
1809,1990,1974,40,Gen X,PhD,63159.0,2012-11-05,High,1,74,965,34,586,89,86,37,1797,1,3,5,8,3,16,1,0,0,0,0,0,0,1
1811,269,1963,51,Baby Boomer,PhD,46757.0,2012-11-16,Middle,2,71,777,30,163,0,51,122,1143,6,4,4,7,9,15,0,0,0,0,0,0,0,0
1812,8093,1969,45,Gen X,Master,79734.0,2014-06-28,High,2,72,572,8,232,23,62,17,914,1,4,3,6,1,13,0,0,0,1,0,0,0,1
1813,10513,1992,22,Millennials,Graduation,63207.0,2013-01-20,High,2,68,438,169,565,91,169,70,1502,1,2,3,6,7,11,0,0,0,1,0,0,0,1
1814,10177,1954,60,Baby Boomer,Graduation,72071.0,2013-02-14,High,2,4,531,69,300,150,138,150,1338,3,5,4,8,2,17,0,0,0,0,0,0,0,0
1815,2549,1983,31,Millennials,PhD,21840.0,2013-07-21,Low,3,80,17,0,9,0,0,1,27,1,1,0,3,9,4,0,0,0,0,0,0,0,0
1816,5782,1982,32,Millennials,Master,58582.0,2013-09-28,Middle,3,15,402,35,106,101,77,42,763,2,9,2,9,5,20,0,1,0,0,0,0,0,1
1817,10057,1951,63,Baby Boomer,Graduation,72282.0,2013-07-19,High,1,70,503,27,419,90,139,153,1331,1,5,7,9,7,21,0,0,0,0,0,0,1,1
1818,10307,1956,58,Baby Boomer,Graduation,50387.0,2013-08-31,Middle,4,91,369,9,87,12,14,34,525,3,6,2,8,5,16,0,0,0,0,0,0,0,0
1819,8566,1961,53,Baby Boomer,PhD,32583.0,2014-06-15,Middle,4,10,5,0,3,0,0,1,9,1,1,0,2,7,3,0,0,0,0,0,0,0,0
1820,2415,1962,52,Baby Boomer,Graduation,62568.0,2014-04-07,High,3,99,362,17,398,80,35,61,953,3,5,3,5,4,13,0,0,0,1,0,0,0,1
1821,5684,1971,43,Gen X,Master,44635.0,2013-10-11,Middle,3,25,56,0,9,0,0,3,68,2,2,0,3,7,5,0,0,0,0,0,0,0,0
1823,9166,1968,46,Gen X,Graduation,63967.0,2013-08-09,High,3,57,387,84,141,73,35,162,882,3,4,4,12,2,20,0,0,0,0,0,0,0,0
1824,1440,1978,36,Gen X,Master,52513.0,2012-09-04,Middle,2,84,367,17,241,104,188,232,1149,2,9,5,9,7,23,0,0,0,0,0,0,0,0
1825,78,1969,45,Gen X,Graduation,25293.0,2013-09-15,Low,3,51,15,0,11,0,2,9,37,1,1,1,2,8,4,0,0,0,0,0,0,0,0
1826,5441,1965,49,Gen X,PhD,54111.0,2013-08-25,Middle,2,97,267,6,54,8,3,50,388,2,5,2,6,5,13,0,0,0,0,0,0,0,0
1827,5302,1986,28,Millennials,Graduation,78394.0,2013-02-15,High,2,13,298,27,697,216,24,166,1428,1,4,6,5,2,15,0,0,0,0,0,0,1,1
1828,4687,1958,56,Baby Boomer,Master,80739.0,2013-05-23,High,2,92,674,92,736,39,0,92,1633,1,3,11,9,1,23,0,0,0,0,0,0,0,0
1829,1087,1975,39,Gen X,Master,22669.0,2013-05-22,Low,3,30,16,14,36,37,22,48,173,3,4,1,2,9,7,0,0,0,0,0,0,1,1
1830,6859,1987,27,Millennials,Graduation,29236.0,2013-10-08,Low,2,30,37,4,24,16,9,9,99,2,4,0,3,9,7,0,0,0,0,0,0,0,0
1831,9860,1959,55,Baby Boomer,Graduation,44911.0,2013-03-15,Middle,3,11,159,0,22,2,1,31,215,3,4,1,4,7,9,0,0,0,0,0,0,0,0
1832,7129,1962,52,Baby Boomer,PhD,54693.0,2013-02-17,Middle,3,72,686,17,142,23,26,35,929,8,6,4,13,6,23,0,0,0,0,0,0,0,0
1833,5866,1974,40,Gen X,Graduation,48186.0,2014-03-20,Middle,3,39,97,3,66,12,7,34,219,3,4,1,4,7,9,0,0,0,0,0,0,0,0
1834,10521,1977,37,Gen X,Graduation,54809.0,2013-09-11,Middle,4,0,63,6,57,13,13,22,174,4,2,1,5,4,8,0,0,0,0,0,0,1,1
1835,7393,1978,36,Gen X,Graduation,41580.0,2012-12-10,Middle,4,15,56,5,24,4,0,3,92,3,2,1,3,5,6,0,0,0,0,0,0,0,0
1836,7849,1970,44,Gen X,PhD,80336.0,2013-09-09,High,2,12,209,19,456,160,142,66,1052,1,2,9,13,1,24,0,0,0,0,0,0,0,0
1837,332,1957,57,Baby Boomer,Graduation,47743.0,2013-03-22,Middle,3,56,198,2,43,0,12,20,275,3,4,1,6,6,11,0,1,0,0,0,0,0,1
1838,9847,1955,59,Baby Boomer,Master,62972.0,2012-08-03,High,3,39,313,15,47,20,0,192,587,2,7,4,3,6,14,0,0,0,0,0,0,0,0
1839,531,1954,60,Baby Boomer,PhD,57333.0,2012-09-22,Middle,2,55,941,14,397,76,58,176,1662,11,8,5,9,6,22,0,0,0,0,0,0,1,1
1840,9576,1982,32,Millennials,PhD,32313.0,2013-02-11,Middle,3,60,86,4,56,2,4,7,159,3,4,0,4,9,8,0,0,0,0,0,0,0,0
1841,6906,1953,61,Baby Boomer,Master,84953.0,2013-06-03,High,1,73,167,48,602,63,72,72,1024,1,3,10,4,2,17,0,1,1,1,0,0,1,4
1842,7419,1968,46,Gen X,Master,27071.0,2014-04-23,Low,2,90,8,3,19,0,2,3,35,2,2,0,3,6,5,0,0,0,0,0,0,0,0
1843,3170,1957,57,Baby Boomer,Master,68148.0,2013-08-31,High,2,86,389,66,408,37,57,85,1042,1,4,4,6,2,14,0,0,0,0,0,0,0,0
1844,8527,1965,49,Gen X,Master,65735.0,2013-12-07,High,4,37,239,7,119,4,15,11,395,5,6,2,6,7,14,0,0,0,0,0,0,0,0
1845,7872,1975,39,Gen X,PhD,86836.0,2012-09-12,High,2,7,179,21,273,0,21,63,557,1,6,10,6,5,22,1,0,1,1,0,0,1,4
1846,9931,1963,51,Baby Boomer,PhD,4023.0,2014-06-23,Low,4,29,5,0,1,1,1,1,9,15,0,0,0,19,0,0,0,0,0,0,0,0,0
1847,10595,1990,24,Millennials,Graduation,30093.0,2013-07-08,Middle,2,19,2,6,28,13,4,16,69,1,2,0,3,7,5,0,0,0,0,0,0,0,0
1848,4609,1966,48,Gen X,PhD,57705.0,2014-01-11,Middle,3,14,383,0,53,6,4,40,486,3,8,1,6,6,15,0,0,0,0,0,0,0,0
1849,5010,1988,26,Millennials,Graduation,25008.0,2014-02-02,Low,2,72,2,8,8,6,1,9,34,2,1,0,3,8,4,0,0,0,0,0,0,0,0
1850,4427,1995,19,Millennials,Master,83257.0,2012-09-18,High,1,56,536,27,590,38,107,67,1365,1,5,10,12,6,27,1,0,1,0,0,1,1,3
1851,11148,1975,39,Gen X,Graduation,22280.0,2013-05-19,Low,3,85,2,1,4,3,1,2,13,1,1,0,2,8,3,0,0,0,0,0,0,0,0
1852,1168,1978,36,Gen X,PhD,72159.0,2012-10-29,High,2,62,322,53,899,34,40,53,1401,1,4,6,10,2,20,0,0,0,0,0,0,0,0
1853,9595,1961,53,Baby Boomer,Graduation,64260.0,2013-01-11,High,2,1,539,169,816,20,0,30,1574,1,4,5,4,3,13,0,0,0,0,0,0,1,1
1854,10163,1984,30,Millennials,PhD,82733.0,2013-09-10,High,1,28,712,50,420,65,38,38,1323,1,8,4,7,4,19,0,0,0,0,0,0,1,1
1855,2886,1971,43,Gen X,Master,74290.0,2013-08-12,High,2,70,1121,0,72,0,12,12,1217,4,10,8,10,6,28,0,1,0,1,0,0,0,2
1856,6710,1951,63,Baby Boomer,Master,58217.0,2012-11-17,Middle,4,84,68,1,13,3,5,13,103,1,2,0,4,6,6,0,0,0,0,0,0,0,0
1857,5316,1976,38,Gen X,Master,21024.0,2013-07-04,Low,2,89,36,4,18,6,2,18,84,1,2,0,4,7,6,0,0,0,0,0,0,0,0
1858,9029,1972,42,Gen X,PhD,70116.0,2013-01-26,High,2,73,707,44,603,95,58,29,1536,1,2,8,12,1,22,0,0,0,0,0,0,0,0
1859,521,1985,29,Millennials,Graduation,54006.0,2012-09-18,Middle,3,42,174,77,203,6,24,97,581,2,8,1,7,7,16,0,0,0,0,0,0,0,0
1860,1459,1966,48,Gen X,PhD,69063.0,2012-11-07,High,3,16,666,35,124,69,8,26,928,1,5,3,5,3,13,0,0,0,0,0,0,0,0
1861,10241,1975,39,Gen X,Master,11448.0,2013-12-15,Low,1,16,0,0,0,6,2,6,14,1,1,0,2,6,3,0,0,0,0,0,0,0,0
1863,3254,1971,43,Gen X,Graduation,70886.0,2013-10-14,High,3,65,407,70,239,103,88,53,960,1,5,4,4,2,13,0,0,0,0,0,0,0,0
1865,3678,1973,41,Gen X,Graduation,60208.0,2012-10-07,High,3,13,488,23,71,15,0,59,656,11,8,3,7,7,18,0,1,0,0,0,0,1,2
1866,4227,1968,46,Gen X,Master,32889.0,2013-09-06,Middle,4,78,28,0,13,4,2,8,55,3,2,1,3,5,6,0,0,0,0,0,0,0,0
1867,9467,1984,30,Millennials,Graduation,34738.0,2014-05-11,Middle,2,51,3,2,10,3,0,2,20,1,1,0,3,6,4,0,0,0,0,0,0,0,0
1868,8486,1971,43,Gen X,Master,30538.0,2012-10-01,Middle,3,27,284,0,52,8,3,20,367,4,9,0,4,10,13,0,0,0,0,0,0,0,0
1869,2186,1977,37,Gen X,Master,82326.0,2014-03-10,High,2,30,938,142,754,159,81,183,2257,1,5,10,6,2,21,0,1,1,1,0,0,1,4
1870,3286,1967,47,Gen X,PhD,26642.0,2014-03-01,Low,2,71,13,2,15,2,2,8,42,2,2,0,3,6,5,0,0,0,0,0,0,0,0
1871,8602,1964,50,Gen X,Graduation,69932.0,2013-06-12,High,2,97,412,172,153,150,105,57,1049,2,7,6,11,4,24,0,0,0,0,0,0,0,0
1872,3722,1972,42,Gen X,Graduation,44503.0,2014-04-16,Middle,3,83,31,1,8,0,0,8,48,2,2,0,3,6,5,0,0,0,0,0,0,0,0
1873,6715,1948,66,Baby Boomer,PhD,60200.0,2013-01-02,High,2,3,502,19,132,0,6,26,685,6,6,2,11,6,19,0,0,0,0,0,0,0,0
1874,4796,1952,62,Baby Boomer,Graduation,49638.0,2014-04-19,Middle,2,71,18,10,3,3,5,0,39,1,1,0,3,2,4,0,0,0,0,0,0,0,0
1875,9612,1987,27,Millennials,Master,23830.0,2014-02-07,Low,1,3,1,8,6,4,8,16,43,1,1,0,3,7,4,0,0,0,0,0,0,0,0
1876,3766,1959,55,Baby Boomer,Master,33051.0,2012-08-16,Middle,1,15,100,71,243,108,94,219,835,3,9,1,8,9,18,0,0,0,0,0,0,1,1
1877,1399,1958,56,Baby Boomer,Graduation,72905.0,2014-01-21,High,2,52,407,114,445,181,165,203,1515,1,3,7,9,1,19,0,0,0,1,0,0,0,1
1878,1570,1951,63,Baby Boomer,PhD,69702.0,2013-02-19,High,3,8,664,9,240,50,19,57,1039,2,7,7,10,4,24,0,0,0,0,0,0,0,0
1879,3426,1975,39,Gen X,Graduation,70300.0,2013-07-15,High,2,89,1045,61,338,60,46,46,1596,3,5,5,13,8,23,0,0,0,0,0,0,0,0
1880,3074,1984,30,Millennials,PhD,70643.0,2012-10-15,High,2,66,1218,107,304,23,143,33,1828,1,5,8,4,6,17,0,0,0,0,0,0,1,1
1881,8341,1969,45,Gen X,PhD,30396.0,2014-04-30,Middle,3,22,15,0,6,0,1,12,34,2,1,1,2,7,4,1,0,0,0,0,0,1,2
1882,5180,1968,46,Gen X,PhD,50616.0,2014-04-18,Middle,2,56,128,0,16,0,1,4,149,2,4,0,4,7,8,0,0,0,0,0,0,0,0
1883,6461,1969,45,Gen X,Master,62772.0,2013-05-19,High,2,74,581,49,157,43,8,108,946,1,5,6,11,2,22,0,1,0,0,0,0,0,1
1884,7679,1985,29,Millennials,PhD,30298.0,2014-05-19,Middle,1,48,6,3,12,6,1,0,28,1,1,1,3,3,5,0,0,0,0,0,0,0,0
1885,10702,1984,30,Millennials,Graduation,52413.0,2012-11-03,Middle,2,67,185,8,133,56,56,12,450,2,7,1,7,7,15,0,0,0,0,0,0,0,0
1886,7505,1957,57,Baby Boomer,PhD,44155.0,2014-01-19,Middle,4,24,22,1,9,0,0,14,46,1,1,1,2,4,4,0,0,0,0,0,0,0,0
1887,5113,1971,43,Gen X,PhD,86979.0,2013-11-07,High,1,67,584,100,835,65,83,35,1702,1,5,5,5,2,15,1,0,0,0,0,0,1,2
1888,10858,1975,39,Gen X,Graduation,76532.0,2013-09-09,High,4,38,355,30,177,90,138,30,820,4,9,5,7,5,21,0,0,0,0,0,0,0,0
1889,2961,1982,32,Millennials,Graduation,42081.0,2013-02-26,Middle,3,86,175,10,110,54,6,27,382,2,6,3,4,6,13,1,0,0,0,0,0,0,1
1891,3010,1989,25,Millennials,Master,88420.0,2014-05-02,High,2,87,957,153,612,99,95,153,2069,1,4,7,8,1,19,1,0,1,1,0,0,0,3
1892,5790,1985,29,Millennials,Graduation,31158.0,2013-01-27,Middle,3,62,25,6,16,20,0,5,72,2,2,0,3,8,5,0,0,0,0,0,0,0,0
1893,6892,1968,46,Gen X,Graduation,61671.0,2014-06-03,High,2,23,641,7,56,0,0,28,732,8,10,4,6,8,20,0,1,0,1,0,0,0,2
1894,1743,1974,40,Gen X,Graduation,69719.0,2014-05-26,High,1,99,273,86,208,177,14,43,801,1,2,3,5,1,10,0,0,0,0,0,0,0,0
1895,3578,1949,65,Baby Boomer,Graduation,49160.0,2013-10-20,Middle,2,29,122,21,43,25,10,15,236,2,3,1,6,6,10,0,0,0,0,0,0,0,0
1897,5558,1954,60,Baby Boomer,PhD,90933.0,2014-03-31,Very High,1,90,1020,31,430,62,63,79,1685,1,4,6,4,1,14,0,0,1,0,0,0,0,1
1898,4619,1945,69,Silent Gen,PhD,113734.0,2014-05-28,Very High,1,9,6,2,3,1,262,3,277,0,27,0,0,1,27,0,0,0,0,0,0,0,0
1901,10779,1983,31,Millennials,Graduation,22148.0,2014-04-13,Low,1,16,15,5,14,0,4,11,49,1,1,0,3,7,4,0,0,0,0,0,0,0,0
1902,5896,1987,27,Millennials,Master,73395.0,2014-03-18,High,2,94,272,7,80,20,7,11,397,1,4,4,6,2,14,0,0,0,0,0,0,0,0
1903,2337,1971,43,Gen X,Graduation,29819.0,2013-10-24,Low,2,77,9,1,24,2,1,2,39,3,3,0,3,6,6,0,0,0,0,0,0,0,0
1904,10951,1968,46,Gen X,Graduation,45688.0,2014-01-25,Middle,3,20,279,0,18,0,0,9,306,2,3,1,8,4,12,0,1,0,0,0,0,0,1
1906,17,1971,43,Gen X,PhD,60491.0,2013-09-06,High,3,81,637,47,237,12,19,76,1028,4,6,11,7,5,24,0,0,0,0,0,0,0,0
1907,10680,1986,28,Millennials,Graduation,33235.0,2014-02-05,Middle,3,71,45,0,16,2,1,6,70,1,3,0,3,7,6,0,0,0,0,0,0,0,0
1908,3265,1959,55,Baby Boomer,Graduation,35701.0,2013-03-19,Middle,2,36,21,1,9,7,3,5,46,1,1,0,3,6,4,0,0,0,0,0,0,0,0
1909,5623,1980,34,Millennials,Master,31535.0,2013-09-26,Middle,3,95,15,4,13,0,0,19,51,1,1,1,2,7,4,1,0,0,0,0,0,0,1
1910,5832,1960,54,Baby Boomer,Master,92556.0,2014-04-20,Very High,2,32,493,183,352,184,23,28,1263,0,3,5,13,0,21,0,0,0,0,0,0,0,0
1911,5544,1970,44,Gen X,Graduation,67384.0,2012-11-10,High,2,32,957,40,175,158,53,107,1490,2,7,8,5,5,20,0,1,0,0,0,0,0,1
1913,5831,1967,47,Gen X,Graduation,77870.0,2012-08-22,High,3,93,1017,50,500,65,50,133,1815,3,5,5,5,8,15,0,1,0,1,0,0,1,3
1914,7101,1963,51,Baby Boomer,PhD,52278.0,2013-01-25,Middle,2,24,953,0,71,0,0,174,1198,6,10,5,10,8,25,0,0,0,0,0,0,0,0
1915,10176,1968,46,Gen X,Graduation,57107.0,2012-08-24,Middle,2,44,159,0,120,0,0,137,416,7,4,4,8,8,16,0,1,0,0,1,0,1,3
1917,4385,1981,33,Millennials,PhD,36038.0,2013-05-31,Middle,2,82,23,0,15,0,2,7,47,2,3,0,3,6,6,0,0,0,0,0,0,0,0
1919,10686,1965,49,Gen X,PhD,34230.0,2012-12-26,Middle,4,72,15,0,4,0,0,2,21,1,1,0,2,7,3,0,0,0,0,0,0,0,0
1920,2546,1977,37,Gen X,Master,31878.0,2014-06-22,Middle,2,7,23,4,5,10,5,23,70,1,1,0,4,3,5,0,0,0,0,0,0,0,0
1921,3283,1972,42,Gen X,Master,70932.0,2014-01-19,High,3,57,200,193,100,46,185,185,909,2,6,2,12,3,20,0,0,0,0,0,0,0,0
1922,3138,1956,58,Baby Boomer,Graduation,91249.0,2012-10-20,Very High,1,84,1324,27,119,71,108,27,1676,0,7,9,6,4,22,0,1,1,1,1,0,1,5
1923,4994,1943,71,Silent Gen,Master,77598.0,2013-10-01,High,1,53,1193,33,281,129,66,33,1735,1,7,5,13,3,25,0,0,1,0,0,0,0,1
1924,7966,1959,55,Baby Boomer,Graduation,80982.0,2013-01-08,High,3,48,505,137,401,104,22,22,1191,3,11,5,11,5,27,0,0,0,0,0,1,0,0
1925,3112,1977,37,Gen X,Master,22701.0,2013-09-05,Low,3,2,2,4,9,0,4,5,24,1,1,0,3,5,4,0,0,0,0,0,0,0,0
1927,2181,1970,44,Gen X,Graduation,70617.0,2013-06-23,High,2,45,353,61,753,40,46,27,1280,1,3,3,7,2,13,0,0,0,0,0,0,0,0
1928,1867,1957,57,Baby Boomer,Graduation,64849.0,2012-11-13,High,1,42,652,48,350,94,84,108,1336,1,9,3,6,5,18,0,0,0,0,0,0,1,1
1929,1518,1965,49,Gen X,Master,62694.0,2013-06-17,High,4,29,379,6,157,25,91,91,749,5,9,3,7,7,19,0,0,0,0,0,0,0,0
1930,5734,1974,40,Gen X,PhD,61917.0,2013-11-20,High,4,83,46,4,36,2,2,1,91,1,2,0,4,5,6,0,0,0,0,0,0,0,0
1931,2878,1947,67,Baby Boomer,PhD,67472.0,2013-09-28,High,3,93,162,31,127,8,17,69,414,2,4,2,7,3,13,0,0,0,0,0,0,0,0
1932,1458,1982,32,Millennials,Master,21059.0,2014-01-07,Low,3,40,8,3,19,3,3,8,44,3,3,0,3,6,6,0,0,0,0,0,0,0,0
1933,7007,1968,46,Gen X,Master,29543.0,2014-04-01,Low,4,47,17,3,18,3,4,18,63,2,3,1,2,7,6,0,0,0,0,0,0,0,0
1934,6200,1951,63,Baby Boomer,Graduation,75903.0,2013-04-08,High,3,50,340,108,185,130,38,100,901,2,6,6,9,3,21,0,0,0,0,0,0,0,0
1935,1403,1975,39,Gen X,Master,34984.0,2012-09-06,Middle,4,40,8,4,15,3,5,3,38,2,1,0,3,7,4,0,0,0,0,0,0,0,0
1936,4827,1956,58,Baby Boomer,PhD,54998.0,2013-03-10,Middle,2,3,154,22,202,39,30,8,455,5,4,2,9,4,15,0,0,0,0,0,0,1,1
1937,6250,1949,65,Baby Boomer,PhD,54356.0,2012-11-19,Middle,2,62,710,15,30,20,0,0,775,3,11,2,8,8,21,0,0,0,0,0,0,1,1
1938,9291,1959,55,Baby Boomer,Master,34242.0,2014-03-23,Middle,3,25,8,2,4,0,0,1,15,1,0,0,3,5,3,0,0,0,0,0,0,0,0
1939,2478,1973,41,Gen X,Graduation,25410.0,2013-08-31,Low,3,48,2,2,4,13,13,4,38,1,1,0,4,4,5,0,0,0,0,0,0,0,0
1940,1139,1984,30,Millennials,PhD,73356.0,2014-02-06,High,2,56,1050,14,322,0,14,112,1512,1,5,11,5,2,21,1,0,1,1,0,0,1,4
1941,5138,1950,64,Baby Boomer,Graduation,28320.0,2013-01-14,Low,3,68,19,1,14,3,2,4,43,1,1,0,3,8,4,0,0,0,0,0,0,0,0
1942,5393,1977,37,Gen X,Graduation,23763.0,2012-08-07,Low,2,64,22,0,6,6,2,6,42,1,1,0,3,7,4,0,0,0,0,0,0,0,0
1943,10413,1984,30,Millennials,Graduation,72570.0,2014-04-25,High,2,67,274,83,216,151,141,224,1089,1,4,6,12,1,22,0,0,0,0,0,0,0,0
1944,5015,1976,38,Gen X,Master,34529.0,2012-09-14,Middle,3,94,68,6,38,3,6,41,162,2,2,2,3,7,7,0,0,0,0,0,0,0,0
1945,10868,1951,63,Baby Boomer,Graduation,70792.0,2013-02-06,High,1,82,344,45,654,104,11,114,1272,2,3,4,10,3,17,0,0,0,0,0,0,0,0
1946,10676,1982,32,Millennials,Graduation,63211.0,2012-11-02,High,2,3,145,193,459,205,26,145,1173,2,3,8,7,2,18,0,0,0,0,0,0,1,1
1947,2495,1974,40,Gen X,Master,83891.0,2014-06-20,High,3,24,217,38,350,111,85,15,816,1,4,7,10,1,21,0,0,0,0,0,0,0,0
1948,7842,1968,46,Gen X,Graduation,36065.0,2013-03-31,Middle,3,54,18,7,34,10,2,3,74,3,3,0,3,8,6,0,0,0,0,0,0,0,0
1950,6663,1940,74,Silent Gen,PhD,51141.0,2013-07-08,Middle,1,96,144,0,7,0,0,6,157,1,3,1,4,5,8,0,0,0,0,0,0,0,0
1951,2162,1976,38,Gen X,Graduation,56939.0,2013-09-18,Middle,3,19,256,34,103,90,29,49,561,2,3,3,10,3,16,0,0,0,0,0,0,0,0
1952,3434,1951,63,Baby Boomer,Graduation,80872.0,2014-05-12,High,1,60,483,72,567,94,12,108,1336,1,4,4,10,1,18,0,0,0,0,0,0,0,0
1953,7919,1976,38,Gen X,PhD,72335.0,2012-08-13,High,2,2,1285,105,653,28,21,0,2092,1,10,4,8,8,22,0,0,0,0,0,0,1,1
1954,5626,1964,50,Gen X,PhD,61798.0,2013-11-23,High,1,13,338,4,89,11,8,13,463,1,4,2,9,4,15,0,0,0,0,0,0,0,0
1955,6428,1950,64,Baby Boomer,PhD,76842.0,2014-05-03,High,1,37,605,10,345,84,54,32,1130,1,1,8,7,0,16,0,0,0,0,0,0,0,0
1956,8514,1976,38,Gen X,Graduation,29478.0,2014-01-17,Low,3,59,8,0,7,3,1,1,20,1,1,0,3,6,4,0,0,0,0,0,0,0,0
1957,10448,1956,58,Baby Boomer,Graduation,46998.0,2012-10-22,Middle,2,55,172,41,86,45,6,27,377,5,5,3,5,7,13,1,0,0,0,0,0,0,1
1958,2109,1990,24,Millennials,Graduation,96843.0,2013-04-23,Very High,1,60,448,71,951,40,17,17,1544,1,6,11,10,2,27,0,0,1,0,0,0,1,2
1960,8925,1965,49,Gen X,Master,70053.0,2013-07-03,High,3,38,512,53,98,81,179,89,1012,3,8,5,10,5,23,0,0,0,0,0,0,0,0
1961,3009,1962,52,Baby Boomer,PhD,71670.0,2013-07-09,High,1,8,1462,16,128,0,0,160,1766,1,5,3,6,6,14,0,1,1,0,1,0,1,4
1962,6355,1978,36,Gen X,Graduation,44359.0,2014-06-17,Middle,4,19,20,0,14,7,3,1,45,3,2,0,4,3,6,0,0,0,0,0,0,0,0
1963,3517,1952,62,Baby Boomer,Graduation,40887.0,2013-05-06,Middle,3,32,50,4,44,10,10,43,161,3,3,1,3,9,7,0,0,0,0,0,0,1,1
1964,1158,1966,48,Gen X,Graduation,48877.0,2014-01-05,Middle,2,27,102,1,15,2,0,24,144,1,3,0,4,7,7,0,0,0,0,0,0,0,0
1965,6203,1947,67,Baby Boomer,Graduation,74485.0,2013-08-24,High,2,58,499,149,815,173,49,49,1734,1,6,7,12,3,25,0,0,0,0,0,0,0,0
1966,7165,1972,42,Gen X,Graduation,64474.0,2013-10-22,High,3,59,381,35,172,56,86,93,823,2,8,2,10,5,20,0,0,0,0,0,0,0,0
1967,3595,1963,51,Baby Boomer,Graduation,77226.0,2014-02-28,High,3,29,631,43,239,128,76,21,1138,2,6,8,12,3,26,0,0,0,0,0,0,0,0
1968,8537,1949,65,Baby Boomer,Graduation,72643.0,2013-02-27,High,1,60,526,80,553,123,94,53,1429,1,3,10,7,2,20,0,0,0,1,0,0,1,2
